fecha,prediccion_casos
2023-12-31,4446.090695733933
2024-01-07,4924.88593340114
2024-01-14,5129.9585326594115
2024-01-21,5103.0416227582655
2024-01-28,5042.450294043545
2024-02-04,5101.247976059188
2024-02-11,5272.266593560054
2024-02-18,5448.90690623781
2024-02-25,5561.6116644172125
2024-03-03,5637.777155076896
2024-03-10,5746.506218299209
2024-03-17,5916.967117933751
